company_id,company_name,sector,P/E,P/B,EV/EBITDA,FCF_yield_pct,5yr_median_PE,PE_vs_sector_median_pct,flag
RELIANCE,Reliance Industries Ltd,Energy,5.4098986752730145,0.5450322187928885,5.431515097972314,,5.837284175574992,-95.45700984127572,Discount
SBILIFE,SBI Life Insurance Company Ltd,Financials,367.52289921194523,59.437732090152934,879.9381429990069,,514.8737420104591,299.86507702939906,Caution
SBIN,State Bank of India,Financials,32.23749412444098,,-40.554756715661426,,41.565992207792206,-64.9255921224366,Discount
SHREECEM,Shree Cement Ltd,Materials,1820.1721465666474,152.3623788822876,746.8088807382868,,1820.1721465666474,1146.1236256320205,Caution
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Healthcare,120.49888369164344,21.040509054926414,95.51604594921403,,157.35769881357925,-81.85048703584731,Discount
TATACONSUM,Tata Consumer Products Ltd,Consumer Staples,299.60970085470086,21.83118577567416,141.83507612179486,,299.60970085470086,487.16647922385,Caution
TATAMOTORS,Tata Motors Ltd,Consumer Discretionary,44.47914123491838,14.883008846054896,26.623727457559877,,44.47914123491838,-81.73895521945688,Discount
TATAPOWER,Tata Power Company Ltd,Energy,374.1243424937542,50.9107887254296,153.83544180157367,,432.35419422572176,214.1728354094441,Caution
TCS,Tata Consultancy Services Ltd,Information Technology,9.410850712157696,5.0966211362707075,6.941887973250877,,10.902019951303691,-76.57440191246911,Discount
TECHM,Tech Mahindra Ltd,Information Technology,800.2902357615894,113.28117439724025,485.88022497187853,,694.026106133701,1892.0916811598222,Caution
TITAN,Titan Company Ltd,Consumer Discretionary,553.1204810360776,190.9687767486426,345.3517312464211,,553.1204810360776,127.08527172071196,Caution
TORNTPHARM,Torrent Pharmaceuticals Ltd,Healthcare,1004.3879645542427,272.77864498249704,514.8880192307691,,1493.7463178913738,51.280674353503166,Caution
TVSMOTOR,TVS Motor Company Ltd,Consumer Discretionary,127.31203915950333,39.29708284198113,47.26937156704361,,203.66035905271198,-47.731660647062505,Discount
